# time(s)_450			Temp(K)_450			
0.000000000000000000e+00	6.480899999999999750e+01
6.191838979721069336e+00	6.481310000000000571e+01
1.238181781768798828e+01	6.482450000000000045e+01
1.857783031463623047e+01	6.483079999999999643e+01
2.476689434051513672e+01	6.482380000000000564e+01
3.096076941490173340e+01	6.481520000000000437e+01
3.715725421905517578e+01	6.480849999999999511e+01
4.334151196479797363e+01	6.480809999999999604e+01
4.953409790992736816e+01	6.480230000000000246e+01
5.572745251655578613e+01	6.480429999999999779e+01
6.191177916526794434e+01	6.480259999999999820e+01
6.809061503410339355e+01	6.481359999999999388e+01
7.428783726692199707e+01	6.482659999999999911e+01
8.047655844688415527e+01	6.483029999999999404e+01
8.666573047637939453e+01	6.482739999999999725e+01
9.285874867439270020e+01	6.481680000000000064e+01
9.904877018928527832e+01	6.481019999999999470e+01
1.052447988986968994e+02	6.480629999999999313e+01
1.114377331733703613e+02	6.480589999999999407e+01
1.176308252811431885e+02	6.481239999999999668e+01
1.238289649486541748e+02	6.481820000000000448e+01
1.300057685375213623e+02	6.481980000000000075e+01
1.361979498863220215e+02	6.481480000000000530e+01
1.423930866718292236e+02	6.481589999999999918e+01
1.485817382335662842e+02	6.481610000000000582e+01
1.547772309780120850e+02	6.481629999999999825e+01
1.609707343578338623e+02	6.481659999999999400e+01
1.671698606014251709e+02	6.481399999999999295e+01
1.733607394695281982e+02	6.481579999999999586e+01
1.795618979930877686e+02	6.482040000000000646e+01
1.857586364746093750e+02	6.482259999999999422e+01
1.919467494487762451e+02	6.481780000000000541e+01
1.981527802944183350e+02	6.481470000000000198e+01
2.043407754898071289e+02	6.481390000000000384e+01
2.105330653190612793e+02	6.481220000000000425e+01
2.167291133403778076e+02	6.481759999999999877e+01
2.229265527725219727e+02	6.481499999999999773e+01
2.291101596355438232e+02	6.481529999999999347e+01
2.353038542270660400e+02	6.481570000000000675e+01
2.414931123256683350e+02	6.481749999999999545e+01
2.476868393421173096e+02	6.481730000000000302e+01
2.538897573947906494e+02	6.481189999999999429e+01
2.600747165679931641e+02	6.481399999999999295e+01
2.662550499439239502e+02	6.481629999999999825e+01
2.724377696514129639e+02	6.481560000000000343e+01
2.786357827186584473e+02	6.481910000000000593e+01
2.848276317119598389e+02	6.481879999999999598e+01
2.910328640937805176e+02	6.481709999999999638e+01
2.972328996658325195e+02	6.481480000000000530e+01
3.034179892539978027e+02	6.481310000000000571e+01
3.096098873615264893e+02	6.481419999999999959e+01
3.157983658313751221e+02	6.481579999999999586e+01
3.219763982295989990e+02	6.481619999999999493e+01
3.281713593006134033e+02	6.481579999999999586e+01
3.343662145137786865e+02	6.481719999999999970e+01
3.405653116703033447e+02	6.481699999999999307e+01
3.467567780017852783e+02	6.481680000000000064e+01
3.529477729797363281e+02	6.481780000000000541e+01
3.591378293037414551e+02	6.481539999999999679e+01
3.653359119892120361e+02	6.481369999999999720e+01
3.715319266319274902e+02	6.481180000000000518e+01
3.777337470054626465e+02	6.481579999999999586e+01
3.839274442195892334e+02	6.481669999999999732e+01
3.901141369342803955e+02	6.481900000000000261e+01
3.963118631839752197e+02	6.481550000000000011e+01
4.025127673149108887e+02	6.481289999999999907e+01
4.086979331970214844e+02	6.481570000000000675e+01
4.148876454830169678e+02	6.482500000000000284e+01
4.210657324790954590e+02	6.481839999999999691e+01
4.272590832710266113e+02	6.481600000000000250e+01
4.334608643054962158e+02	6.481329999999999814e+01
4.396641185283660889e+02	6.481220000000000425e+01
4.458610372543334961e+02	6.481270000000000664e+01
4.520619745254516602e+02	6.481140000000000612e+01
4.582467679977416992e+02	6.481040000000000134e+01
4.644363536834716797e+02	6.481690000000000396e+01
4.706235618591308594e+02	6.481820000000000448e+01
4.768100793361663818e+02	6.482059999999999889e+01
4.830158586502075195e+02	6.481860000000000355e+01
4.891997976303100586e+02	6.481619999999999493e+01
4.953843047618865967e+02	6.481260000000000332e+01
5.015738027095794678e+02	6.481029999999999802e+01
5.077667338848114014e+02	6.481080000000000041e+01
5.139558737277984619e+02	6.480620000000000402e+01
5.201387796401977539e+02	6.481319999999999482e+01
5.263347909450531006e+02	6.481680000000000064e+01
5.325191085338592529e+02	6.482359999999999900e+01
5.387157671451568604e+02	6.482429999999999382e+01
5.448957741260528564e+02	6.481919999999999504e+01
5.510874855518341064e+02	6.481860000000000355e+01
5.572887694835662842e+02	6.481719999999999970e+01
5.634788355827331543e+02	6.480949999999999989e+01
5.696817986965179443e+02	6.480719999999999459e+01
5.758771624565124512e+02	6.481059999999999377e+01
5.820542666912078857e+02	6.481369999999999720e+01
5.882387599945068359e+02	6.481210000000000093e+01
5.944356760978698730e+02	6.481969999999999743e+01
6.006417384147644043e+02	6.482070000000000221e+01
6.068378448486328125e+02	6.481860000000000355e+01
6.130359513759613037e+02	6.481279999999999575e+01
6.192337951660156250e+02	6.480769999999999698e+01
6.254298186302185059e+02	6.480880000000000507e+01
6.316275789737701416e+02	6.481229999999999336e+01
6.378281981945037842e+02	6.481629999999999825e+01
6.440167455673217773e+02	6.482040000000000646e+01
6.502040994167327881e+02	6.481929999999999836e+01
6.563818256855010986e+02	6.481619999999999493e+01
6.625798859596252441e+02	6.482129999999999370e+01
6.687714579105377197e+02	6.481889999999999930e+01
6.749624350070953369e+02	6.481499999999999773e+01
6.811427493095397949e+02	6.481210000000000093e+01
6.873317477703094482e+02	6.481340000000000146e+01
6.935137369632720947e+02	6.480750000000000455e+01
6.997087998390197754e+02	6.480960000000000321e+01
7.058968162536621094e+02	6.481239999999999668e+01
7.120939919948577881e+02	6.481690000000000396e+01
7.182848336696624756e+02	6.481990000000000407e+01
7.244856386184692383e+02	6.482219999999999516e+01
7.306666612625122070e+02	6.482259999999999422e+01
7.368557972908020020e+02	6.481900000000000261e+01
7.430527479648590088e+02	6.481669999999999732e+01
7.492381567955017090e+02	6.481440000000000623e+01
7.554299216270446777e+02	6.481340000000000146e+01
7.616327621936798096e+02	6.481340000000000146e+01
7.678217458724975586e+02	6.481369999999999720e+01
7.740158951282501221e+02	6.481470000000000198e+01
7.802027485370635986e+02	6.481570000000000675e+01
7.864097673892974854e+02	6.481799999999999784e+01
7.925974361896514893e+02	6.481780000000000541e+01
7.987914192676544189e+02	6.481629999999999825e+01
8.049797575473785400e+02	6.481570000000000675e+01
8.111705610752105713e+02	6.481390000000000384e+01
8.173747515678405762e+02	6.481329999999999814e+01
8.235542676448822021e+02	6.481459999999999866e+01
8.297477767467498779e+02	6.481579999999999586e+01
8.359334266185760498e+02	6.481839999999999691e+01
8.421310093402862549e+02	6.481629999999999825e+01
8.483364710807800293e+02	6.481499999999999773e+01
8.545257389545440674e+02	6.481499999999999773e+01
8.607171919345855713e+02	6.481449999999999534e+01
8.669135129451751709e+02	6.481499999999999773e+01
8.731147623062133789e+02	6.481539999999999679e+01
8.793127467632293701e+02	6.481640000000000157e+01
8.855110025405883789e+02	6.482099999999999795e+01
8.917026665210723877e+02	6.481900000000000261e+01
8.978998913764953613e+02	6.481629999999999825e+01
9.040971281528472900e+02	6.481470000000000198e+01
9.102985467910766602e+02	6.481170000000000186e+01
9.164857485294342041e+02	6.481340000000000146e+01
9.226686944961547852e+02	6.481359999999999388e+01
9.288474948406219482e+02	6.481499999999999773e+01
9.350457677841186523e+02	6.481680000000000064e+01
9.412427802085876465e+02	6.481850000000000023e+01
9.474317400455474854e+02	6.481740000000000634e+01
9.536218302249908447e+02	6.481610000000000582e+01
9.598059349060058594e+02	6.481399999999999295e+01
9.659947552680969238e+02	6.481359999999999388e+01
9.721962635517120361e+02	6.481390000000000384e+01
9.783897933959960938e+02	6.481550000000000011e+01
9.845827481746673584e+02	6.481730000000000302e+01
9.907856540679931641e+02	6.481820000000000448e+01
9.969697566032409668e+02	6.481640000000000157e+01
1.003157753467559814e+03	6.481489999999999441e+01
1.009342824459075928e+03	6.481459999999999866e+01
1.015536753177642822e+03	6.481539999999999679e+01
1.021738135814666748e+03	6.481629999999999825e+01
1.027932815074920654e+03	6.481629999999999825e+01
1.034111792087554932e+03	6.481550000000000011e+01
1.040307941198348999e+03	6.481480000000000530e+01
1.046499897956848145e+03	6.481510000000000105e+01
1.052684347391128540e+03	6.481560000000000343e+01
1.058886210441589355e+03	6.481550000000000011e+01
1.065084131002426147e+03	6.481430000000000291e+01
1.071269498586654663e+03	6.481399999999999295e+01
1.077471776723861694e+03	6.481480000000000530e+01
1.083672921895980835e+03	6.481589999999999918e+01
1.089875768899917603e+03	6.481629999999999825e+01
